text	label
go for la salle's performance , and make do as best you can with a stuttering script . 	1
the assasins force walter to drive their escape car . 	0
the acting , costumes , music , cinematography and sound are all astounding given the production's austere locales . 	1
it's too interested in jerking off in all its byzantine incarnations to bother pleasuring its audience . 	1
when things don't quite go as planned , reverend teams up with la teen trouble-maker rose and down-on-his-luck has-been star j . w . 	0
truth is stranger than fiction , so the old saying goes . in 'catch me if you can , ' it's also more entertaining . 	1
a delightful surprise because despite all the backstage drama , this is a movie that tells stories that work -- is charming , is moving , is funny and looks professional . 	1
[siegal] proves that you don't have to be a just out of film school gen-x'er to make a resonant and entertaining movie about young adults . 	1
one day , butcher lee ( karen allen ) , inez's trusted friend and an amateur mystic of sorts , reveals a vision that inez's one true love is close by . 	0
the career of a disillusioned producer , who is desperate for a hit , is endangered when his star walks off the film set . 	0
this mild-mannered farce , directed by one of its writers , john c . walsh , is corny in a way that bespeaks an expiration date passed a long time ago . 	1
as young julien , his family and a group of friends traverse the french countryside after fleeing the institution they called home , julien must deal with his father's extreme violence and his mother's rosy fantasies and once again form a family that society tries to forget . 	0
it's not life-affirming � its vulgar and mean , but i liked it . 	1
the film actually gets to tackle some larger questions than one normally finds in the average fireball drama . 	1
it is supremely unfunny and unentertaining to watch middle-age and older men drink to excess , piss on trees , b . s . one another and put on a show in drag . 	1
for its seriousness , high literary aspirations and stunning acting , the film can only be applauded . 	1
diaz , applegate , blair and posey are suitably kooky which should appeal to women and they strip down often enough to keep men alert , if not amused . 	1
"after three rowdy guys get booted from their frat house , they dress up as women and pledge the "" ugly girl "" sorority , where they figure they'll blend right in . "	0
[gosling's] combination of explosive physical energy and convincing intelligence helps create a complex , unpredictable character . 	1
if i have to choose between gorgeous animation and a lame story ( like , say , treasure planet ) or so-so animation and an exciting , clever story with a batch of appealing characters , i'll take the latter every time . 	1
oh come on . like you couldn't smell this turkey rotting from miles away . 	1
the film thrusts the inchoate but already eldritch christian right propaganda machine into national media circles . 	1
tells the humorous and touching story of six former creative anarchists who lived as house squatters in berlin during its heyday in the 80s when berlin was still an island in the middle of the former eastern germany . 	0
as the sexual revolution blossomed , and porn sub culture flourished john was the man . 	0
a lean , surprisingly artful programmer , closer in spirit to something like don siegel's riot in cell block 11 than to typical boxing fare . 	1
the whole thing plays like a tired tyco ad . 	1
a breezy , diverting , conventional , well-acted tale of two men locked in an ongoing game of cat-and-cat . 	1
he gives t-mon the gun , while t-mon tries to get the trick right . 	0
you really have to wonder how on earth anyone , anywhere could have thought they'd make audiences guffaw with a script as utterly diabolical as this . 	1
as their relationship builds jenny starts to struggle in her religious beliefs and her new lifestyle . 	0
an invaluable historical document thanks to the filmmaker's extraordinary access to massoud , whose charm , cultivation and devotion to his people are readily apparent . 	1
the pianist is the film roman polanski may have been born to make . 	1
swiftly deteriorates into a terribly obvious melodrama and rough-hewn vanity project for lead actress andie macdowell . 	1
[reynolds] takes a classic story , casts attractive and talented actors and uses a magnificent landscape to create a feature film that is wickedly fun to watch . 	1
so young , so smart , such talent , such a wise * * * . 	1
mois&#233 ; s kaufman and members of new york's tectonic theater project went to laramie , wyoming after the murder of matthew shepard . 	0
this may not be great moviemaking . . . but it's vastly enjoyable in a low-down , scandal-mongering way . 	1
typifies the pros and cons of the films that india churns out . 	1
with wit and empathy to spare , waydowntown acknowledges the silent screams of workaday inertia but stops short of indulging its characters' striving solipsism . 	1
klein ischgl actually turns out to be a stone-age-like townlet ( 9 inhabitants ) up the mountain , and t&#252 ; rlichs grandfather , who runs the place , even resists to electricity and indoor plumbing . 	0
he soon finds himself plunged into a mystery only to find himself at the heart of it . 	0
watching spirited away is like watching an eastern imagination explode . 	1
dex and eric are ordinary , twenty-something guys dealing with work , relationships and friends . 	0
a simple , sometimes maddeningly slow film that has just enough charm and good acting to make it interesting , but is ultimately pulled under by the pacing and lack of creativity within . 	1
a new war between humans and mutants begins after a tentative of murder in the white house against the president of the united states . 	0
if not , then catch an episode of the new reality series the jedi hunter , as the now australian boba fett crosses the galaxy capturing and eliminating jedi , along with his companion terri fett . 	0
dennis clegg is in his thirties and lives in a halfway house for the mentally ill in london . 	0
sharp , lively , funny and ultimately sobering film . 	1
two friends purchase a winning lottery ticket , only to have it stolen by a woman while she is robbing the cafe in which they are having lunch . 	0
until one night max had a dream , where he dreamt that his mother died in a car crash . 	0
this unlikely pairing proves the rule that in love , there are no rules and the couple meet and fall deeply in love at first sight . 	0
spanning 18 years in an iranian women's prison , this follows two women : the new prison warden , a tough as nails devout muslim who has served in the army on the iraqi front , and a young midwife , mitra , who is serving her sentence for killing her mother's abusive husband . 	0
an afterschool special without the courage of its convictions . 	1
despite slick production values and director roger michell's tick-tock pacing , the final effect is like having two guys yelling in your face for two hours . 	1
when sara ( elizabeth hurley ) is served divorce papers while she is in new york , she is stunned . 	0
when the professor turns up missing , one of his students , jake whitcomb , finds the professor's journal , inside of which is a copy of the map . 	0
the lord of the vampires is about some 20 something kids getting into trouble and then stepping into even bigger trouble when they happen upon a peculiar home . 	0
after running circles , dave , trudy , and jolynn find with the light of a new day the lives they been meaning to live . 	0
sad and alone , caroline wanders the exotic city in search of ansers , finality , and peace of mind . 	0
and what's worse , it might be coming back to get her . . . 	0
one day , in a moment of reconciling , the father tells mateo his secret , unleashing a wave of events that will change their lives forever . 	0
carol miller is a psychologist with a dark secret that prevents her making physical contact with other people . 	0
in the end , both come to new understanding of what is important and appear to be set in new ethical and moral directions . 	0
the storytelling may be ordinary , but the cast is one of those all-star reunions that fans of gosford park have come to assume is just another day of brit cinema . 	1
every moment crackles with tension , and by the end of the flick , you're on the edge of your seat . 	1
brookdale has another , more lucrative facet ; a safe harbour for the chronically drug-addicted rich and famous , especially the sons and daughters of the above , whose families have tried everything . 	0
nair does capture the complexity of a big family and its trials and tribulations . . . 	1
with the help of his roommate , joe and his roommate's girlfriend , bess , peter begins to explore more about himself and his values only to be crushed by those who love him . 	0
this modern-day , fantasy cinderella features fairies , ogres and elves . . . as 	0
never giving up the fight to win the war , mcnamara is silently planning , waiting for his moment to strike back at the enemy . 	0
during the process of the post-crash discussion , the attorney accidentally drops the papers he needs to present in court . 	0
stryker puts into motion a plan to eradicate the mutants and begins an offensive on the x-men mansion and school . 	0
t&#252 ; rlich accidentally stumbles across some information about his origin and decides to go to klein ischgl in austria . 	0
" "" on guard ! "" won't be placed in the pantheon of the best of the swashbucklers but it is a whole lot of fun and you get to see the one of the world's best actors , daniel auteuil , have a whale of a good time . "	1
ben cronin has it all : the admiration of his many friends , a terrific girlfriend , and he's on the fast-track to an athletic scholarship . 	0
the cumulative effect of the relentless horror on parade numbs the movie's power as a work of drama . 	1
should be seen and absorbed , if only to recall that hollywood horror does , occasionally , get it more or less right . 	1
a unique bond was formed between both as he could share with her the intense pain of his unfulfilled love for paro . 	0
theology aside , why put someone who ultimately doesn't learn at the center of a kids' story ? 	1
paid in full is remarkably engaging despite being noticeably derivative of goodfellas and at least a half dozen other trouble-in-the-ghetto flicks . 	1
like brosnan's performance , evelyn comes from the heart . 	1
returning aggressively to his formula of dimwitted comedy and even dimmer characters , sandler , who also executive produces , has made a film that makes previous vehicles look smart and sassy . 	1
[toback's] fondness for fancy split-screen , stuttering editing and pompous references to wittgenstein and kirkegaard . . . blends uneasily with the titillating material . 	1
the film flat lines when it should peak and is more missed opportunity and trifle than dark , decadent truffle . 	1
"gainey ) - would unearth a seedy world of drugs and violence , ultimately revealing a motley crew from la's underbelly including ex-con david lind ( dylan mcdermott ) , nightclub impresario eddie nash ( eric bogosian ) , the most unlikely of american heroes - porn legend john holmes ( val kilmer ) - holmes' estranged wife sharon ( lisa kudrow ) and his teenage lover dawn schiller ( kate bosworth ) . "" "	0
but our wet hero isn't dead , and soon finds himself in zurich . 	0
is truth stranger than fiction ? in [screenwriter] charlie kaufman's world , truth and fiction are equally strange , and his for the taking . 	1
very much a home video , and so devoid of artifice and purpose that it appears not to have been edited at all . 	1
for ten years , tobias has worked in a clock factory and in the relentless sound of ticking , he sees life go by without much expectation . 	0
hope keeps arising that the movie will live up to the apparent skills of its makers and the talents of its actors , but it doesn't . 	1
on the day of the trial someone intends to blow up the courthouse and kill harper in the process . 	0
woody allen can write and deliver a one liner as well as anybody . but i had a lot of problems with this movie . 	1
just a string of stale gags , with no good inside dope , and no particular bite . 	1
a team of rescue workers has been laboring all night to save people caught in a massive flash flood in the desert . 	0
or so he thinks until the blackmailer pulls a u-turn on rodney . 	0
there is an instant chemistry between them , and as they proceed to find out more about each other , we the audience are privy to their innermost thoughts by means of voice-over . 	0
with the help of the huxley prototype they discover they are facing a menace whose very existence is one of the world's greatest mysteries and the only people left to rescue may be themselves . 	0
worth watching for dong jie's performance -- and for the way it documents a culture in the throes of rapid change . 	1
she's not yet an actress , not quite a singer . . . 	1
jim , stifler and finch return in the last american pie movie . 	0
without family and all on her own , she only can confide her troubles to simon ( ray walston ) . 	0
rarely has skin looked as beautiful , desirable , even delectable , as it does in trouble every day . 	1
renee unger is living the life she always hoped for : a little red-brick house in the small town of new russia , ohio , a good husband , a prospering construction business , and a baby on the way . 	0
the main story . . . is compelling enough , but it's difficult to shrug off the annoyance of that chatty fish . 	1
a car crash has cut short his promising baseball career , and with his dream of playing in the major leagues destroyed , sean turns to alcohol . 	0
it's not that waiting for happiness is a bad film , because it isn't . it's just incredibly dull . 	1
a woman who is again able to reach out for love . 	0
when his affair with a young troubled janitor ( kidman ) is uncovered , the secret silk had harbored for over fifty years from his wife , his children and colleague , writer nathan zuckerman , fast explodes in a conflagration of devastating consequences . 	0
meanwhile in india , vikrant announces grand prize money to those who tell him the whereabouts of guru . 	0
scott calvin ( tim allen ) has been santa claus for the past eight years , and his loyal elves consider him the best santa ever . 	0
 . . . a somber film , almost completely unrelieved by any comedy beyond the wistful everyday ironies of the working poor . 	1
"it tells a hard-hitting story of some of the people's lives which are affected by letters delivered by "" the lady in red "" night mail train from london to scotland . "	0
fly along with skilled helicopter crews as they carry out sea and mountain rescues , apprehend drug smugglers , repair high voltage lines , save endangered animals , deliver humanitarian aid , and undertake a reconnaissance mission . 	0
harper and serkis are terrific , while caine carries the film with the authority of a man who has been here before . 	1
no matter how hard you run from the past , it has a way of catching up with you . 	0
the man's life is thrown into jeopardy when a teenage boy escapes with the only key to the dealer's merchandise , leaving him little time to finish the deal , find his daughter and make it out of the country alive . 	0
under the pressure of her psychological assaults , sam's do-gooder vaneer cracks and his true nature is revealed . 	0
but emile's past is sometimes more familiar and immediate than the world before his eyes . 	0
windtalkers blows this way and that , but there's no mistaking the filmmaker in the tall grass , true to himself . 	1
everything was as superficial as the forced new jersey lowbrow accent uma had . 	1
sent away by her proud parents after she disgraced them by getting pregnant at 15 , desiree , like marly , pursued a career in show business . 	0
both overstuffed and undernourished . . . the film can't be called a solid success , although there's plenty of evidence here to indicate clooney might have better luck next time . 	1
amerika , zed and kyle are good friends until the wicked witch trasha comes along and takes kyle away . 	0
 in its own remarkable and unshowy way , this movie is truly about how sept . 11 seemed to equalize and unite new yorkers across imaginary barriers of class and lifestyle . 	1
a coming-of-age film that avoids the cartoonish clich�s and sneering humor of the genre as it provides a fresh view of an old type -- the uncertain girl on the brink of womanhood . 	1
it is psychedelic , hypnotic , exhilarating and horrifying , and sometimes all at once . 	1
 . . . quite good at providing some good old fashioned spooks . 	1
cal is an unpleasantly shallow and immature character with whom to spend 110 claustrophobic minutes . 	1
"in a botched attempt to organize a protest against their "" slave labor "" , the women take over the prison - a rare glimpse of the effects of the prison industrial complex on female inmates . "	0
works better in the conception than it does in the execution . . . winds up seeming just a little too clever . 	1
"to protect her relationship with john , she "" ditches "" her son , having him arrested and locked in a correctional "" mental "" facility , before coercing her older brother burt , who lives in hollywood , to take him . "	0
there's really only one good idea in this movie , but the director runs with it and presents it with an unforgettable visual panache . 	1
although it tries to be much more , it's really just another major league . 	1
it's supposed to be a romantic comedy - it suffers from too much norma rae and not enough pretty woman . 	1
mother turns out to be his crazy accomplice in mass murder and his quest for immortality . 	0
now , along with other surviors , jill valentine , claire redfield and carlos oliviera , they must fight to survive , to escape the nightmare that has plauged raccoon city . 	0
there's something about a marching band that gets me where i live . 	1
this is the story of their lives , their memories , their unbending habits and the films they love . 	0
makes an aborbing if arguable case for the man's greatness . 	1
it's plotless , shapeless -- and yet , it must be admitted , not entirely humorless . indeed , the more outrageous bits achieve a shock-you-into-laughter intensity of almost dadaist proportions . 	1
it's hard to imagine that even very small children will be impressed by this tired retread . 	1
mysteriously , she can see her wise , grandfather-like angel . 	0
shade is set in the world of poker hustlers working the clubs and martini bars of los angeles . 	0
we live in world of sorrow and pain but all it takes is one person unafraid to make a difference . 	0
miller comes at film with bracing intelligence and a vision both painterly and literary . 	1
as animation increasingly emphasizes the computer and the cool , this is a film that takes a stand in favor of tradition and warmth . 	1
mariachi is recruited by sands to take out gen . marquez ( has a huge score to settle with the mariachi ) , who has major beef with mariachi to begin with . 	0
caught between their past and their future , both are struggling to find a way to become independent women in a place where everyone and everything seems to conspire to make them return to the roles of children under the rule of formidable parents . 	0
their calendar became a worldwide sensation , out-selling even of britney spears and cindy crawford . 	0
lightbulbs , fire , barbed wire , mousetraps , staple guns , thumbtacks and glass are weapons of choice in the backyard . 	0
he is still famous , although still disliked by snape , malfoy , and the rest of the slytherins . 	0
upon getting together on their spring break , they realize that they are bored in their small suburban connecticut hometown . 	0
si el siglo xxi necesita de h�roes , el hombre ara�a parece haber llegado para quedarse . 	1
best to just pick up a blade of grass and chew on it while absorbing the scenic imagery and natural acting of a strong cast . 	1
coppola's directorial debut is an incredibly layered and stylistic film that , despite a fairly slow paced , almost humdrum approach to character development , still manages at least a decent attempt at meaningful cinema . 	1
an amalgam of several edgar allan poe stories , and a mixture of comedy , horror and musical genres . 	0
however , the cold british guard ( bale ) is quick to end this visit , throwing bobby's mother out ! 	0
"as bob the tomato and the kids settle in to wait for a tow truck to help get their van back on the road , the "" pirates who don't do anything "" share a little story about a guy named jonah . "	0
its juxtaposition of overwrought existentialism and stomach-churning gore will have you forever on the verge of either cracking up or throwing up . 	1
a surprisingly good-natured throwback to the '80s heyday of the body-switching genre . 	1
werner , a sniper and ex-legionnaire , presently a mercenary , who has seen it all , from angola to sarajevo . 	0
anyone who suffers through this film deserves , at the very least , a big box of consolation candy . 	1
the santa clause 2 proves itself a more streamlined and thought out encounter than the original could ever have hoped to be . 	1
in the end , alex unveils her secret , an act of truth , which forces this crazed cast of characters to re-examine their own lives . 	0
when dwindling membership and increasing overheads makes a local bowling club and prime candidate for a takeover , it's all hands on deck to save the club , in what turns into an epic battle where young meets old , greed meets good and people rise to the occasion in extraordinary circumstances . 	0
his comedy premises are often hackneyed or just plain crude , calculated to provoke shocked laughter , without following up on a deeper level . 	1
lilo is a 5 year old hawaiian girl who's quite peculiar : she has an off beat take on life and is a little obsessed about taking care of downtrodden animals . 	0
largely , this is a movie that also does it by the numbers . 	1
can be classified as one of those 'alternate reality' movies . . . except that it would have worked so much better dealing in only one reality . 	1
 a thought-provoking look at how western foreign policy - however well intentioned - can wreak havoc in other cultures . 	1
hilarity ensues as the local developer battles to stop them while the sheriff starts to fall for the family's only daughter . 	0
the bikers tell everyone in the store that if any one tells who committed the crime , the gang will take revenge on them and their families . 	0
several former state and party functionaries interfere in the filmmaking in the hopes of manipulating katerina's confessions for their own purposes . 	0
amid the new populist comedies that underscore the importance of family tradition and familial community , one would be hard-pressed to find a movie with a bigger , fatter heart than barbershop . 	1
several of steven soderbergh's earlier films were hailed as the works of an artist . sadly , full frontal plays like the work of a dilettante . 	1
"when the predatory couple manipulates a "" legal "" real estate transaction that turns into a hostile possession of the manor house , he temporarily loses his mind , leaving his family but not the farm . "	0
a comic tale about the end of the summer in ireland , 2001 , where 5 boys and 5 girls are out to end the summer with a bang before heading back to school to sit the final exams , only to be thwarted by comic mishappenings . 	0
the documentary makes no waves and tries to be as upbeat as the musicians it tells about . 	1
divine secrets of the ya-ya sisterhood may not be exactly divine , but it's definitely -- defiantly -- ya ya , what with all of those terrific songs and spirited performances . 	1
to forever is a haunting story full of suspense , tears and laughter . 	0
you wouldn't call the good girl a date movie ( an anti-date movie is more like it ) , but when it's good , it's good and horrid . 	1
in a small southern american town , paul , who is known for having sexual relations with every girl in town , falls in love with his best friend's younger sister who is a virgin . 	0
unlike the nauseating fictions peddled by such 'have-yourself-a-happy-little-holocaust' movies as life is beautiful and jakob the liar , the grey zone is honest enough to deny the possibility of hope in auschwitz . 	1
"durval and his mother carmita live at the back of "" durval discos "" , a record store they own in s&#227 ; o paulo , specializing in vinyl records . "	0
the attempt is courageous , even if the result is wildly uneven . 	1
shae powell , a successful single mom , wakes up rattled from a horrible dream . 	0
happy times maintains an appealing veneer without becoming too cute about it . 	1
it picked me up , swung me around , and dropped me back in my seat with more emotional force than any other recent film . 	1
like lisa gossels' children of chabannes ( 2000 ) , which tells another little-known story about french villagers who saved 400 jewish children , shanghai ghetto is a celebration of humanity . 	1
birot has succeeded in making a movie that has some laughs , low points and high ideals . 	1
the human stain is the story of coleman silk ( hopkins ) , a classics professor with a terrible secret that is about to shatter his life in a small new england town . 	0
"through intimate vignettes of the milliner family , tiz's close-knit crew , his pregnant girlfriend , his overzealous manager , and his mentor , the legendary kool g rap , tiz's hopes and the quiet despair of his "" book of life filled with pain "" gradually emerge . "	0
scared and confused , frank and caroline must find their way back home , all the while avoiding danger at every turn . 	0
when the film reaches its dramatic climax , a varied cast of characters must all figure out a way to bridge the chasm between their dreams and reality . 	0
 . . . with the candy-like taste of it fading faster than 25-cent bubble gum , i realized this is a throwaway movie that won't stand the test of time . it's a trifle . 	1
[the film] tackles the topic of relationships in such a straightforward , emotionally honest manner that by the end , it's impossible to ascertain whether the film is , at its core , deeply pessimistic or quietly hopeful . 	1
a beautiful story of love , loss and unexpected reunions , unravels in one weekend . 	0
 . . . fifty minutes of tedious adolescent melodramatics followed by thirty-five minutes of inflated nonsense . 	1
an 11 year old boy has been excluded from school for rough behaviour . 	0
as the years pass by , the aged patricia gets a visit by . . . francis . 	0
mary is an 18-year-old high school senior , and joe , her fianc&#233 ; , is 23 , working hard to get techweb established as an internet consulting firm . 	0
this bold and cathartic drama deserves to be experienced by those who cherish intimate dramas about individuals struggling against all odds to practice love , compassion , and forgiveness . 	1
jimmy ray is an alcoholic , still consumed by his grief and angry with his sons for wanting to play music . 	0
"no wonder they're talking about "" talk to her . "" it's astonishing . "	1
two tedious acts light on great scares and a good surprise ending . 	1
this is as lax and limp a comedy as i've seen in a while , a meander through worn-out material . 	1
brad , an art student hoping to win a prestigious fellowship , finds his life and career turned upside down when he falls for a faculty member at his college , lisa ducharme , who just happens to be his girlfriend's thesis adviser . . . 	0
bound by a long red cord , a young couple wanders in search of something they have forgotten . 	0
sometimes being honest and truthful is all you need . . . sometimes . 	0
the film succeeds as an homage to human spirit in the most shattering of circumstances . 	1
reign of fire is hardly the most original fantasy film ever made -- beyond road warrior , it owes enormous debts to aliens and every previous dragon drama -- but that barely makes it any less entertaining . 	1
a boy named frank ( pidgeon ) and his sister caroline ( podbielska ) find themselves in attic town after investigating strange noises coming from the house top . 	0
soon , the team begins to suspect that knowles' main objective is actually to recover the prototype of a dna testing machine called the huxley project , which his company has spent years and millions of dollars developing . 	0
"a morose little soap opera about three vapid , insensitive people who take turns hurting each other . it's a feature-length adaptation of one of those "" can this marriage be saved ? "" columns from ladies home journal . . . "	1
that's right , a place where people come together . . . 	0
the movie obviously seeks to re-create the excitement of such '50s flicks as jules verne's '20 , 000 leagues under the sea' and the george pal version of h . g . wells' 'the time machine . ' but its storytelling prowess and special effects are both listless . 	1
joe hickley thinks he's got a great scheme : kidnap the child of rich parents , hold it for 24 hours , keeping the mother under his control while an accomplice gets the ransom from the father , who is on a trip . 	0
stitch is a bad mannered , ugly and destructive little * * * * . no cute factor here� . not that i mind ugly ; the problem is he has no character , loveable or otherwise . 	1
it puts washington , as honest working man john q . archibald , on a pedestal , then keeps lifting the pedestal higher . 	1
april burns ( holmes ) invites her family to thanksgiving dinner at her teeny apartment on new york's lower east side . 	0
all of them have demoted the importance of the real world , giving all of their attention to the fantasy world of the movies . 	0
his model girl friend ( anne marie johnson ) immediately leaves him . 	0
a tense , capably-made film that's exciting and realistic enough to satisfy filmgoers who've had their fill of hollywood's usual ultra-unrealistic blockbuster fare . 	1
it will definitely keep you on the edge of your seat because of the blood and gore or the good looking babes . 	0
in adobo , ethnicity is not just the spice , but at the heart of more universal concerns . 	1
based on a true story , sergeant peter king ( kenneth cranham ) of the army dental corps , too old to fight , and private leslie cuthbertson ( leo bill ) , a trainee dental mechanic in the corps , are thrown together by their passionate desire to see active service . 	0
worthless , from its pseudo-rock-video opening to the idiocy of its last frames . 	1
it is marta's simple video that proves to be the most compelling , triggering a series of events that effects all five students and forces them to re-evaluate their own belief in the power of motion pictures . 	0
twists of fate along the way test and strain their relationship even further . 	0
the chateau has one very funny joke and a few other decent ones , but all it amounts to is a mildly funny , sometimes tedious , ultimately insignificant film . 	1
still , as the camp's highest-ranking american officer , he commands his fellow inmates , keeping a sense of honor alive in a place where honor is easy to destroy , all under the dangerous , ever-watchful eye of ss major wilhelm visser . 	0
it's like a vintage automobile that sometimes runs smoothly , and sometimes lurches and sputters . but it never quite stalls . 	1
as this is happening , a rogue jedi named count dooku leads separatists on geonosis to rebel against the senate . 	0
it's hard to pity the 'plain' girl who becomes a ravishing waif after applying a smear of lip-gloss . rather , pity anyone who sees this mishmash . 	1
"with the help of their gay hairdresser ( pop star jordan chan ) and some friends inside the company , the girls become "" irresistibly "" beautiful , and secretly get rehire under new identities . "	0
one of the threads follows the brand new ( unmarried ) prime minister ( grant ) of the united kingdom , who on his first day in 10 downing street falls in love with the girl ( mccutcheon ) who brings him his tea ( thompson plays his sister ; rickman plays her husband ) . 	0
now the inmates are retaliating , with seagal and ja rule leading them . 	0
an entertaining , if somewhat standardized , action movie . 	1
a non-britney person might survive a screening with little harm done , except maybe for the last 15 minutes , which are as maudlin as any after-school special you can imagine . 	1
one of the best films of the year with its exploration of the obstacles to happiness faced by five contemporary individuals . . . a psychological masterpiece . 	1
the farmer whom the barn belongs to is distraught and can't cope from the intruder's power of articulations . 	0
the driver finds himself in a dangerous , yet highly political situation ; this time being pursued by a helicopter gunship while carrying a passenger with a suitcase . . . 	0
there , they plot revenge on those who made fun of them , and especially the power-hungry christine . 	0
lots of effort and intelligence are on display but in execution it is all awkward , static , and lifeless rumblings . 	1
unhappy father of a draining family he has no controls whatsoever over his life . 	0
max finally decides to help the fbi by describing his constant dreams about the kidnapping . 	0
david banner is performing regeneration experiments and uses himself as a guinea pig . 	0
his only-way-out is to create for himself a new identity franklin mann one without the doubt , pain or guilt . 	0
bogdanovich taps deep into the hearst mystique , entertainingly reenacting a historic scandal . 	1
stevens' vibrant creative instincts are the difference between this and countless other flicks about guys and dolls . 	1
down and out in l . a . 's valley , two longtime married , politically correct pornographers - played by annette o'toole and lyn vaus - are forced to confront the changes in their new age values and marriage when they discover in their archives extremely salacious old footage of tv's currently #1 sitcom star . 	0
amidst the la-freaks , hollywood wannabes , and outrageous gym culture of los angeles , the now determined bodybuilder struggles to preserve an integrity of the mind , body , and spirit that is so apparently void in this strange new land . 	0
"soon discovering that they're in a strange fourth dimension where our laws of physics don't apply , they have to unravel the secrets of the "" hypercube "" in order to survive . . . "	0
the quality of schwentke's visuals . . . provides ample compensation . 	1
this is the first full scale wwii flick from hong kong's john woo . he's not good with people . 	1
less an examination of neo-nazism than a probe into the nature of faith itself . 	1
it's easy for a filmmaker to blow up the world -- but what shyamalan does is much riskier . he tries to blow our minds . 	1
this odd , poetic road movie , spiked by jolts of pop music , pretty much takes place in morton's ever-watchful gaze -- and it's a tribute to the actress , and to her inventive director , that the journey is such a mesmerizing one . 	1
you'll just have your head in your hands wondering why lee's character didn't just go to a bank manager and save everyone the misery . 	1
no better or worse than 'truth or consequences , n . m . ' or any other interchangeable actioner with imbecilic mafia toolbags botching a routine assignment in a western backwater . 	1
there's not one decent performance from the cast and not one clever line of dialogue . 	1
open-ended and composed of layer upon layer , talk to her is a cinephile's feast , an invitation to countless interpretations . 	1
a penetrating , potent exploration of sanctimony , self-awareness , self-hatred and self-determination . 	1
together , ethan and rachel navigate the course of a relationship that is as infuriating as it is inspired , as tender as it is passionate . 	0
no ten&#237 ; a que enfrentarse con la estrategia y potencia de un ej&#233 ; rcito enemigo , sino con el jolgorio de grandes masas que invadir&#237 ; an el territorio con panderetas , risotadas e histeria . 	0
a high-spirited buddy movie about the reunion of berlin anarchists who face arrest 15 years after their crime . 	1
in the near future a young biker leaves his crumbling life in rural ireland to join a strange 'metal circus' as it tours the cities of europe . 	0
 . . . liotta is put in an impossible spot because his character's deceptions ultimately undo him and the believability of the entire scenario . too bad . 	1
really does feel like a short stretched out to feature length . 	1
as a woman who can let go of her need to be in control . 	0
heaven is a haunting dramatization of a couple's moral ascension . 	1
this latest installment of the horror film franchise that is apparently as invulnerable as its trademark villain has arrived for an incongruous summer playoff , demonstrating yet again that the era of the intelligent , well-made b movie is long gone . 	1
" "" dylan's run "" chronicles the experiences of dylan glenn , the great-grandson of emancipated slaves , as he seeks to become the first black republican from the deep south elected to congress since reconstruction . "	0
as with too many studio pics , plot mechanics get in the way of what should be the lighter-than-air adventure . 	1
a haunting film about one of the great escapes of all time . 	1
suffers from over-familiarity since hit-hungry british filmmakers have strip-mined the monty formula mercilessly since 1997 . 	1
jim finally proposes to michelle , and both families gather for their upcoming wedding . 	0
setting accounts with shaman - a big criminal boss , who ordered the evidence planted and also with his former colleagues was not a part of korenev's agenda . 	0
at first shocked into disbelief , amudha then expresses her determination to search out for her biological mother . 	0
after two years seperated , they are mysteriously joined together to solve a case on spooky island . 	0
payami is to be applauded for taking biting potshots at such volatile issues as iran's outmoded electoral process and women's status as second-class citizens . 	1
each of the five patients realise their dreams individually , but ultimately they decide to choose for each other and the familiarity of their own place . 	0
jake had no idea he had a twin brother , let alone that he worked for the cia . 	0
lynn runs into yan , the cousin of an old friend who died . 	0
the name refers to the green mountains they felt they were being pushed into ( out of their new homes ) . 	0
more than the last time around , it has elements that might help divert those bigger people who find themselves unavoidably in attendance . 	1
time stands still in more ways that one in clockstoppers , a sci-fi thriller as lazy as it is interminable . 	1
it's a pleasurable revelation to see foster feel out a role , both emotively and physically , with the well-marshaled gusto that she does here . 	1
albert is goaded by the other prisoners in the cells around him into telling the story ( in flashbacks ) of what happened when he encountered prisoner mark david chapman , the man who killed john lennon . 	0
the search takes vir to bombay where he soon regains his memory and finds his real name to be a muslim game marksman named ali and is targed by criminal bigwigs and corrupt government officials whom he used to work for and betrayed him after hiring him to assasinate various underworld criminals and then framed him for the murder of an innocent chief minister . 	0
armed with $20 dollars and a backpack pastor william sets off on an adventure across the united states in an adventure that would change the lives of millions and test him beyond measure . 	0
a charming , vibrant , if under-edited adaptation of v . s . naipaul's genially cynical novel . 	1
their reporting becomes more compelling when they gather the courage to tell the truth about witnessing two of their peers throw a four-year-old out of a 14th story window . 	0
 . . . too slow , too boring , and occasionally annoying . 	1
a year after her long time boyfriend showed up at his surprise birthday party with an uninvited date , laura hits rock bottom and decides to try her luck at a dating agency . 	0
following in the reality-based tv trend , tv producer chase renzi played by renee russo , wants mitch to star in her new show about the day-to-day activities of a real cop ( think cops ) . 	0
jose is a street performer having an extended dry spell with women . 	0
at no point during k-19 : the widowmaker did this viewer feel enveloped in a story that , though meant to be universal in its themes of loyalty , courage and dedication to a common goal , never seems to leave the lot . 	1
it's [ricci's] best work yet , this girl-woman who sincerely believes she can thwart the world's misery with blind good will . 	1
the type of dumbed-down exercise in stereotypes that gives the [teen comedy] genre a bad name . 	1
ice cube , as usual , is an appealing presence , but the rest of the cast shines as well . 	1
secretary is not a movie about fetishism . it is a movie about passion . 	1
